"Class"	"Sex"	"Age"	"Survived"	"Age_Num"
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"1st"	"Female"	"Adult"	0	-99
"1st"	"Female"	"Adult"	0	-99
"1st"	"Female"	"Adult"	0	-99
"1st"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"2nd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"3rd"	"Female"	"Adult"	0	-99
"Crew"	"Female"	"Adult"	0	-99
"Crew"	"Female"	"Adult"	0	-99
"Crew"	"Female"	"Adult"	0	-99
"1st"	"Male"	"Child"	1	12.8908803910017
"1st"	"Male"	"Child"	1	12.8908803910017
"1st"	"Male"	"Child"	1	12.8908803910017
"1st"	"Male"	"Child"	1	12.8908803910017
"1st"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"2nd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"3rd"	"Male"	"Child"	1	12.8908803910017
"1st"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"2nd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"3rd"	"Female"	"Child"	1	12.8908803910017
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"1st"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"2nd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"3rd"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"Crew"	"Male"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
